,Item (Texto),GravedadMode
240,"Este lunes Colombia cumplió dos meses de movilizaciones por desempleo nacional. Las manifestaciones de la semana estaban marcadas por una nueva rerogación de la violencia. Después de la protesta del 29 de junio contra la brutalidad policial en Bogotá, tres oficiales han sido suspendidos por agredir físicamente a dos periodistas y unEl joven civil. En la otra mano, en Bogotá, el intento no se pudo instalar la tabla de diálogos con los representantes de la primera llamada.",3
241,"Los bloques no se permitirán en las próximas manifestaciones: MENDEFENSE.MINISTER DIEGO MOLANAN, dijo que existe información de inteligencia sobre los desentises de las FARC y el ELN que buscan financiar los actos violentos. Un nuevo mensaje envió al gobierno a aquellos que pretenden tomar las formas de hecho.En medio de las manifestaciones. El ejecutivo dijo que se permitirán los actos de vandalismo o bloqueos como ocurridos en los últimos días del desempleo nacional.",1
242,"Colombia: la CIDH comienza la verificación de DD ABUSE.H H.In el marco de las protestas. Los investigadores y analistas de DEJUSTICE emitieron algunas recomendaciones que la CIDH podría transferir al gobierno de Duke, dirigido a garantizar los derechos y libertades de los colombianos aProtesta pacíficamente, promover un diálogo con todos los sectores de la sociedad civil, pero también forjar a las voces de las víctimas y proporcionar un reconocimiento que aún no se ha dado desde la institucionalidad.",3
243,"Aunque el Comité de Desempleo ha encabezado muchas de las protestas, no representa a grupos juveniles o indígenas que también han organizado marchas y reunidos barricadas en ciudades como Cali y la capital, Bogotá. Estos grupos negocian actualmente por separado con las autoridades municipales.",0
244,"El presidente Ivan Duque dijo que no puede tener conversaciones con personas que ""ocultan su identidad"" y destacaron que, por el contrario, existen los espacios de diálogo para exponer sus ideas con ""todas las garantías democráticas"".",2
245,"Una patrulla de la Policía Nacional informó este jueves que fue violada por vándalos en Cali, Valle del Cauca. El funcionario que estaba en trabajos de seguridad durante las manifestaciones el 29 de abril, cuando ocurrieron los hechos. Se le había asignado a la seguridad en un sector aEl este de Cali. En medio de los actos vandalicos, entró en la CAI para protegerse de ella. Pero los vándalos lo llevaron en contra de las instalaciones y jugaron fuego. Aquí, esta mujer comenzó a vivir los momentos más difíciles de su vida.",3
246,"En las últimas horas, varios congresistas de la oposición informaron que el Procurador abrió investigaciones preliminares y investigaciones formales para temas relacionados con el desempleo nacional y las horas antes de que el Congreso comenzara el debate sobre la reforma del Código Disciplinario que le daría a los Jueces Powers Tothe Attorita Hair.La consecuencia de que surgen estas investigaciones es que los parlamentarios investigados deben ser declarados impedidos de votar sobre esta reforma que, desde que se arraigó, no apoyan. Los representantes afectados incluyen Angela María Robledo, Inti Asprilla, María José Pizarro y el senador Alexander López., quien denunció que es un acoso realizado por la Oficina del Fiscal.",3
247,"Los oficiales del ejército de la Reserva Activa del Curso Militar ""Coronel Antonio Arredondo"" expresaron su preocupación el jueves por la situación de que el país se debe actualmente al desempleo nacional. Cording al Grupo de Oficiales, Colombia
 está ""delante de una amenaza que atenta contra la integridad del estado,
Democracia e instituciones, al mismo tiempo que afecta al
Estructura productiva y empresarial del país "".",1
248,"Durante su discurso inaugural de la 47ª sesión del Consejo de Derechos Humanos de las Naciones Unidas (CDHNU), la Ciudad Suiza de Ginebra, el Alto Comisionado de las Naciones Unidas para los Derechos Humanos, Michelle Bachelet, ha asegurado este lunes que su oficina ha expresado ""seria preocupación""por las acusaciones de ""violaciones graves"" de los derechos humanos cometidos por las fuerzas de seguridad durante las protestas antigubernamentales en Colombia.",0
249,"Pudimos establecer varios datos. Al menos un policía vestido con civiles disparó ese día. Aunque el general Rodríguez aseguró que los agentes fueron atacados con tiros de una multitud, las heridas de dos de ellos no eran para proyectiles, sino por armas traumáticas queDisparar la bola de goma. Hecho, la policía no era uniforme; estaban sin chalecos reflexivos y sin gorras con el logotipo de la institución. La afirmación de Luis Carlos Vélez es falsa, porque no fue ""videos fabricados"".",3
250,"El ministro, Diego Molano, salió en defensa del papel de la fuerza pública. Durante la intervención de él, el funcionario reiteró que durante los actos violentos ha habido interés en las organizaciones en el margen, como las disidencias de las FARC y el Eln. Explicó que en Cali, Medellín, Popayán y Bogotá, se han dado ataques sistemáticos a las entidades estatales, como la Oficina del Defensor del Pueblo, la Oficina, la Oficina del Fiscal General, las acciones que están totalmente organizadas, no por manifestantes pacíficos sino por las organizaciones de criminales, En hechos que reiteraban son terroristas. ""¿Quién está detrás de la violencia, atacar a entidades? Vamos a identificar a los responsables, los encontraremos y los enfrentaremos a ellos. No son suposiciones o hipótesis, los disidentes y el ELN se demuestran como el caso del alias Jacobo, quien ""Estaba alentando al odio en las redes sociales"", dijo el funcionario. Asimismo, Molano insistió en que las protestas pacíficas se respetarán en el país, pero los actos violentos que comentan sobre los vándalos se lucharon.",2
251,"Los congresistas de la oposición que fueron denunciados supuestamente apoyando a los jóvenes del desempleo nacional solicitó la protección internacional al Comité de Parlamentarios de los Derechos Humanos, de la Unión Interparlamentaria, porque creen que no tienen garantías de neutralidad de las agencias que los investigan a los astentes abogados.General.",0
252,"El Instituto de Estudios para el Desarrollo y la Paz (Indepaz) denunció el asesinato de tres jóvenes en el Departamento de Cauca colombiano, una de las regiones con una gran población indígena en Colombia, dos de ellos identificados como miembros del popular Coordinador de Procesos y Comunidad (CPPC) y miembros activos del desempleo nacional contra el gobierno correcto de Ivan Duque.",3
253,"Y el despliegue de fuerza, a la vista de algunos cómplices, hizo que los manifestantes sentían que su ""enemigo"" estaba más cerca que el pensamiento. Cuando intentaron responder el 28 de mayo, se recibieron a la bala. La policía anunció acciones contra ""Permisiva""Agentes.",2
254,"Allí, por ley, los detenidos deben tener la presencia de la Fiscalía de la Fiscalía para verificar el respeto por los derechos humanos "". Pero lo que hemos visto durante el desempleo nacional es que la policía ha llevado a las personas a otro tipo de instalaciones, e incluso, como enPereira, centros de detención clandestina "", explica Lanz.El otro tipo de arrestos que pueden estar teniendo en cuenta los informes faltantes son ""las capturas de manifestantes o personas que están cerca de los lugares de protesta, que están directamente acusados de delitos, como el terrorismo sin evidencia"". Y con precisión porque, según los temblores., ni el Defensor del Pueblo o Personista ni el Fiscal General están actuando, que ONG anuncia el lanzamiento de ""un plan de emergencia en busca de la falta"".",3
255,"Por supuesto, debemos tener en cuenta que, en hechos, como los que ocurrieron en Colombia durante el último mes, los hogares no son el objetivo del vandalismo. Sin embargo, terminan en la ola, en las inmediaciones con los puntos focales, que,En este caso, han sido las estaciones y los vehículos de los sistemas de transporte; bienes en el espacio público como estatuas que forman parte de los símbolos de algún hecho histórico en el país; los vehículos, entre otros.",1
256,"Las movilizaciones sociales contra el Gobierno de Ivan Duque Márquez completaron dos meses de continuidad, ya que se abrió el desempleo nacional el 28 de abril en Colombia. Aunque las protestas disminuyeron en concurrencia e intensidad y aún no tienen un resultado, marcaron un hito con respecto a las luchas sociales.en el país.",1
257,"La Asociación del Sector Automotriz y sus Partes (Asopartes) encendió nuevamente las alarmas en nombre de las afecciones presentadas por el sector de fabricación y montaje de vehículos después de varias semanas de desempleo nacional en el país. Este tipo de situaciones en la cadena logística y adquisición.de
Las materias primas, según Asorparts, están representando disfraces de
Hasta el 500%, por eso, en algunos casos, los precios finales al consumidor podrían aumentar cuatro o cinco veces.",2
258,"En la noche de este lunes, 28 de junio, cuando se cumplieron dos meses del desempleo nacional, cuyos líderes anunciaron una suspensión de movilizaciones a mediados de junio, se presentaron disturbios en Bogotá y otros puntos del país. Aunque en varias ciudades hayFueron manifestaciones pacíficas, en otras, el día fue borroso por actos de violencia y vandalismo que se extendía hasta la noche.",2
