,Item (Texto),SesgoMode
220,"A primera vista, todo lo que Petro ha dicho es claramente una exageración o una mentira. Sin embargo, en un entorno hervido y violento, sus palabras se vuelven gasolina, y lo único que hacen es que la luz odia más en un momento en que los colombianos exigen la grandeza y los sensibilizantes.Demanda, principalmente jóvenes. Para esta razón, Petro está mal y está jugando, literalmente, con fuego: lo que hoy puede hacerlo popular mañana podría pasar una factura costosa en términos políticos y dejarlo sin opciones en las presidenciales.",1
221,"La Asociación del Sector Automotriz y sus Partes (Asopartes) encendió nuevamente las alarmas en nombre de las afecciones presentadas por el sector de fabricación y montaje de vehículos después de varias semanas de desempleo nacional en el país. Este tipo de situaciones en la cadena logística y adquisición.de
Las materias primas, según Asorparts, están representando disfraces de
Hasta el 500%, por eso, en algunos casos, los precios finales al consumidor podrían aumentar cuatro o cinco veces.",0
222,"La tarde de este jueves 17 de junio, Cali vivió un nuevo día de protestas donde se registraron los problemas de orden público. Un autobús del sistema de transporte MIO, que cubrió la ruta P27, fue quemada por encapuchada en la calle 70 con la carrera 1, en el camino.que se comunica a la ciudad de Cali con el municipio de Palmira. El vehículo de transporte público se atravesó en la carretera.",0
223,"La familia de Santiago Ochoa ya ha reconocido los restos, pero la confirmación de la medicina legal es necesaria para el proceso judicial por desaparición de que la fiscalía debe avanzar "". En el caso de que mi sobrino pertenezca a la primera línea o que tenga que ver enEl desempleo o que el Esmad lo secuestró es totalmente falso. De cualquier información, hemos dado autorización o permiso para recaudar dicha información falsa "", dijo el miembro de la familia de Santiago Ochoa. El Pregunte Ivan Duke rechazó los hechos y pidió avanzar en la investigación para dar con elculpables.",0
224,"Police herida durante los disturbios en Bogotá. Según General Gómez, había ""doce hombres heridos de nuestra policía nacional, algunas temporadas, los portales fueron igualmente atacados"". Una vez uniformados, se lesionó, una estación de policía vandalizada y varias casas y locales comerciales afectados en Madrid, en Cundinamarca. Durante cinco horas, la estación de tranquilidad, donde había 21 agentes, fue atacada violentamente. Los vándalos lanzaron piedras e incluso artefactos explosivos. ""Una turba de aproximadamente 200 y 250 personas que vienen directamente para atacar las instalaciones de la policía, afectan directamente a nuestros policías, lanzando piedras, bombas Molotov y otros elementos para dañar su integridad y dañar las instalaciones de la policía"", dijo el coronel. César Castro, comandante de la institución en Cundinamarca. Se vandalizaban tres patrullas, once motocicletas particulares y que estaban en la estación por procedimientos o requisitos judiciales fueron incinerados y se uniformaron once. Los trasladaron al Hospital General de la Policía.",0
225,"""Soy una buena persona"", dice Andrés Escobar, el hombre que disparó en Cali: Andrés Escobar dijo que la policía apreció su ""solidaridad"", y le permitió a esta persona hacer los disparos. Se aseguraron esto, diferentes defensores de los derechos humanos asegurenque la policía, además de disparar, permitió que otros ciudadanos lo hicieran. Esos ciudadanos eran los ciudadanos, quien dijo que lo hizo para ""defender la propiedad privada de mi comuna"" y que lo que él consideraba ""normal para cualquier humano.Siendo. Era consciente de que me estaban filmando "".",1
226,"En su turno, el analista político Julián Peña enfatiza que todos los gobernantes deben propensar constitucionalmente para el orden público y la seguridad de la ciudadanía, incluidos aquellos que han tenido una postura de apoyo y diálogo con los manifestantes "". Varios alcaldes dedicados a hacer política, maltratamiento.La fuerza pública, porque era popular. Ahora se sienten tumbas entre sus propuestas y sus obligaciones constitucionales "", dice.",1
227,"Las protestas sin precedentes, ya completas casi un mes, han resultado de control sobre la relave la violencia y tienen al borde de la bancarrota de millones de personas y empresas en el país, aunque muchas de las demandas de los manifestantes son justas.",1
228,"En opinión del analista, si se mide con esa vara, el saldo del Congreso es Bitters, porque aunque las iniciativas se hundieron tan impopulares como las reformas fiscales y de salud, y el proyecto que buscó la extensión del período presidencial, otros relacionados con la educación.El entorno y el desarrollo del acuerdo de paz se dejaron en que veremos. En términos de control político, aunque el Ministro de Defensa, Diego Molano, fue citado para responder por los excesos de la fuerza pública durante el desempleo, finalmenteSe las arregló para preservar su posición.",-1
229,"Un panorama de que la propia fundación indicada ha transcurrido en medio de estigmatizaciones y agresiones por parte de los miembros de la fuerza pública y bajo un total silencio del gobierno y las autoridades. Después de que los disturbios y demostraciones se redujeron en la última vez, el Defensor del Pueblo anunció queAvanzará un día de recepción de quejas y quejas abiertas a periodistas y reporteros gráficos que fueron víctimas de agresiones y restricciones a su oficina en el marco de THESTP, comenzó el 28 de abril.",-1
230,"Aunque hubo varias iniciativas que no pudieron prosperar en el Congreso, el hundimiento del proyecto de matrícula cero planteó a las ampollas. La iniciativa buscó que la matrícula de estudiantes universitarios de strata de baja mentira estudiaban en las universidades públicas "". Los uriistas mayoritarios en el Senado dan su espalda.Regreso a los jóvenes "", dijo el senador Antonio Sanguino (Green Alliance), uno de sus autores. Para su parte, Gustavo Bolívar (coalición decente) declaró que persistirán en el proyecto en el período que comienza el 20 de julio, peroLlamó la atención por su pequeño apoyo en el Congreso. ""Seguiremos intentando, pero con estas minorías es imposible"", dijo.",-1
231,"El presidente de Colombia, Ivan Duque, anunció este domingo (06.06.2021) que estructurará a la policía, que está bajo la lupa de la comunidad internacional para la dura represión, lo que deja más de 60 muertes en las protestas de las últimas semanas..Durante una ceremonia de promociones de la institución, el Presidente ordenó la creación de ""un decreto que modernizará la estructura orgánica de la Policía Nacional, especialmente para fortalecer la política (...) de los derechos humanos"".",0
232,"""Aunque los medios de comunicación colombianos se abstienen de informar sobre la represión arbitraria y las violaciones sistemáticas por la policía, muchas organizaciones de defensa de los derechos humanos han denunciado incansablemente la situación. Incluso la población colombiana, a través de las redes sociales, continúa día tras día exponiendo los hechos de la violencia extrema enLas manos de la policía y el ejército "", dijo la asamblea en un documento publicado en junio.",0
233,"""El Fiscal General de la Nación capturó, con la Policía Nacional, nueve personas. Con tres personas involucradas en el ataque ardor y terrorista contra el palacio. Se impuso una medida de seguridad en el centro de la prisión por el juez de garantías"", dijo el Fiscal Barbosa.",0
234,"Por esta razón, hoy defiende el desempleo y justifica los bloqueos, afirmando que no hay otra forma en que ""detengan las bolas"". Las solicitudes, a diferencia de lo que se exige en las calles de las grandes ciudades, parece básico: carreteras en buen estado, acueducto, alcantarillado, una universidad pública para la región, porque sus hijos no apuestan por la coca o la seguridad, no sean prisioneros de los armados "". Lo que vemos son promesas fallidas. En las elecciones que prometen la inversión social y nunca llegan.Se ha cumplido con el total de abandono. Estamos en total abandono. Me quemo la espalda para cargar y cargar las piñas a medida que la agricultura y nadie compra "".",-1
235,"Los hechos de los acusados de Andrés Escobar, supuestamente accionista de una agencia de publicidad, ocurrieron el 28 de mayo en la calle 16 con la Carrera 102; en las mediaciones a la CAI de la policía en ese barrio del sur. El hecho generó mucha controversia.Además, porque los civiles que dispararon armas de fuego se publicaron junto con los miembros de la fuerza pública sin que este último evite el ataque armado contra los ciudadanos que se manifestaron en el marco del desempleo nacional; que fue un mes ese día. Las declaraciones de él han recibido elApoyo a un sector de la sociedad, así como las críticas de otras personas de la opinión pública. Por la parte de ella, Catherine Juvinoo, el activista político y el consultor de comunicación política declararon que Escobar muestra una mentalidad paramilitar. Ella ilustra claramente la mentalidad paramilitar.; La justicia por mano es normal; La protesta se reduce a una manifestación de vandalismo "".",-1
